t,x,y,yaw
35.768,1.7720,1.7820,-3.1416
35.789,1.7720,1.7820,-3.1416
35.810,1.7720,1.7820,-3.1416
35.831,1.7720,1.7820,-3.1416
35.852,1.7720,1.7820,-3.1416
35.873,1.7720,1.7820,-3.1416
35.894,1.7720,1.7820,-3.1416
35.915,1.7720,1.7820,-3.1416
35.936,1.7720,1.7820,-3.1416
35.957,1.7720,1.7820,-3.1416
35.978,1.7720,1.7820,-3.1416
35.999,1.7720,1.7820,-3.1416
36.020,1.7720,1.7820,-3.1416
36.041,1.7720,1.7820,-3.1416
36.062,1.7720,1.7820,-3.1416
36.083,1.7720,1.7820,-3.1416
36.104,1.7720,1.7820,-3.1416
36.125,1.7720,1.7820,-3.1416
36.146,1.7720,1.7820,-3.1416
36.167,1.7720,1.7820,-3.1416
36.188,1.7720,1.7820,-3.1416
36.209,1.7720,1.7820,-3.1416
36.230,1.7720,1.7820,-3.1416
36.251,1.7720,1.7820,-3.1416
36.272,1.7720,1.7820,-3.1416
36.293,1.7720,1.7820,-3.1416
36.314,1.7720,1.7820,-3.1416
36.335,1.7720,1.7820,-3.1416
36.356,1.7720,1.7820,-3.1416
36.377,1.7699,1.7820,3.1411
36.398,1.7679,1.7820,3.1407
36.419,1.7658,1.7819,3.1402
36.440,1.7637,1.7819,3.1398
36.461,1.7617,1.7819,3.1394
36.482,1.7576,1.7819,3.1391
36.503,1.7535,1.7819,3.1388
36.524,1.7494,1.7818,3.1386
36.545,1.7452,1.7818,3.1383
36.566,1.7411,1.7818,3.1380
36.587,1.7367,1.7818,3.1377
36.608,1.7306,1.7818,3.1374
36.629,1.7245,1.7817,3.1370
36.650,1.7183,1.7817,3.1367
36.671,1.7122,1.7817,3.1363
36.692,1.7060,1.7817,3.1359
36.713,1.6987,1.7817,3.1356
36.734,1.6910,1.7816,3.1354
36.755,1.6832,1.7816,3.1351
36.776,1.6754,1.7816,3.1348
36.797,1.6677,1.7816,3.1346
36.818,1.6599,1.7816,3.1343
36.839,1.6515,1.7816,3.1341
36.860,1.6431,1.7816,3.1339
36.881,1.6347,1.7816,3.1336
36.902,1.6263,1.7816,3.1334
36.923,1.6180,1.7816,3.1332
36.944,1.6096,1.7816,3.1331
36.965,1.6012,1.7816,3.1329
36.986,1.5928,1.7816,3.1328
37.007,1.5844,1.7816,3.1326
37.028,1.5760,1.7816,3.1324
37.049,1.5676,1.7816,3.1323
37.070,1.5592,1.7816,3.1322
37.091,1.5508,1.7816,3.1320
37.112,1.5424,1.7816,3.1318
37.133,1.5341,1.7816,3.1316
37.154,1.5258,1.7816,3.1313
37.175,1.5175,1.7816,3.1311
37.196,1.5093,1.7816,3.1309
37.217,1.5010,1.7816,3.1306
37.238,1.4926,1.7816,3.1304
37.259,1.4842,1.7816,3.1302
37.280,1.4758,1.7816,3.1299
37.301,1.4674,1.7816,3.1297
37.322,1.4592,1.7816,3.1296
37.343,1.4510,1.7816,3.1294
37.364,1.4429,1.7816,3.1292
37.385,1.4347,1.7816,3.1291
37.406,1.4265,1.7816,3.1289
37.427,1.4183,1.7816,3.1287
37.448,1.4100,1.7816,3.1286
37.469,1.4017,1.7816,3.1285
37.490,1.3935,1.7816,3.1283
37.511,1.3851,1.7816,3.1282
37.532,1.3767,1.7816,3.1281
37.553,1.3683,1.7817,3.1281
37.574,1.3599,1.7817,3.1280
37.595,1.3515,1.7817,3.1279
37.616,1.3431,1.7817,3.1278
37.637,1.3347,1.7817,3.1286
37.658,1.3264,1.7818,3.1298
37.679,1.3182,1.7818,3.1309
37.700,1.3099,1.7819,3.1320
37.721,1.3016,1.7819,3.1331
37.742,1.2932,1.7819,3.1343
37.763,1.2848,1.7819,3.1354
37.784,1.2764,1.7819,3.1365
37.805,1.2680,1.7819,3.1376
37.826,1.2596,1.7819,3.1388
37.847,1.2512,1.7819,3.1399
37.868,1.2429,1.7819,3.1411
37.889,1.2346,1.7819,-3.1409
37.910,1.2263,1.7819,-3.1397
37.931,1.2180,1.7819,-3.1384
37.952,1.2097,1.7819,-3.1373
37.973,1.2013,1.7818,-3.1363
37.994,1.1929,1.7818,-3.1352
38.015,1.1845,1.7817,-3.1342
38.036,1.1763,1.7817,-3.1331
38.057,1.1681,1.7817,-3.1320
38.078,1.1599,1.7816,-3.1308
38.099,1.1518,1.7816,-3.1297
38.120,1.1436,1.7816,-3.1286
38.141,1.1354,1.7815,-3.1274
38.162,1.1271,1.7814,-3.1265
38.183,1.1189,1.7813,-3.1255
38.204,1.1106,1.7812,-3.1245
38.225,1.1023,1.7811,-3.1236
38.246,1.0939,1.7810,-3.1237
38.267,1.0855,1.7808,-3.1241
38.288,1.0771,1.7807,-3.1245
38.309,1.0687,1.7805,-3.1249
38.330,1.0603,1.7803,-3.1253
38.351,1.0520,1.7802,-3.1259
38.372,1.0438,1.7800,-3.1265
38.393,1.0355,1.7799,-3.1270
38.414,1.0272,1.7797,-3.1276
38.435,1.0189,1.7796,-3.1282
38.456,1.0105,1.7794,-3.1288
38.477,1.0021,1.7793,-3.1295
38.498,0.9937,1.7791,-3.1301
38.519,0.9854,1.7790,-3.1307
38.540,0.9772,1.7788,-3.1312
38.561,0.9691,1.7787,-3.1317
38.582,0.9609,1.7786,-3.1322
38.603,0.9527,1.7784,-3.1327
38.624,0.9445,1.7783,-3.1332
38.645,0.9362,1.7782,-3.1336
38.666,0.9280,1.7780,-3.1341
38.687,0.9197,1.7779,-3.1346
38.708,0.9114,1.7778,-3.1351
38.729,0.9030,1.7776,-3.1356
38.750,0.8946,1.7775,-3.1362
38.771,0.8862,1.7774,-3.1368
38.792,0.8778,1.7773,-3.1374
38.813,0.8694,1.7771,-3.1379
38.834,0.8611,1.7770,-3.1385
38.855,0.8528,1.7769,-3.1391
38.876,0.8445,1.7768,-3.1396
38.897,0.8362,1.7766,-3.1402
38.918,0.8280,1.7765,-3.1407
38.939,0.8196,1.7764,-3.1412
38.960,0.8112,1.7763,3.1415
38.981,0.8028,1.7762,3.1410
39.002,0.7944,1.7761,3.1405
39.023,0.7860,1.7760,3.1400
39.044,0.7778,1.7759,3.1395
39.065,0.7695,1.7758,3.1390
39.086,0.7612,1.7757,3.1386
39.107,0.7529,1.7756,3.1381
39.128,0.7446,1.7755,3.1376
39.149,0.7362,1.7754,3.1372
39.170,0.7278,1.7753,3.1368
39.191,0.7194,1.7752,3.1364
39.212,0.7110,1.7751,3.1360
39.233,0.7026,1.7750,3.1356
39.254,0.6942,1.7749,3.1352
39.275,0.6858,1.7749,3.1348
39.296,0.6774,1.7748,3.1344
39.317,0.6690,1.7747,3.1340
39.338,0.6607,1.7746,3.1335
39.359,0.6524,1.7745,3.1330
39.380,0.6441,1.7744,3.1325
39.401,0.6358,1.7743,3.1320
39.422,0.6275,1.7743,3.1316
39.443,0.6191,1.7742,3.1311
39.464,0.6107,1.7741,3.1306
39.485,0.6023,1.7740,3.1301
39.506,0.5939,1.7739,3.1296
39.527,0.5856,1.7739,3.1292
39.548,0.5773,1.7738,3.1288
39.569,0.5691,1.7737,3.1284
39.590,0.5608,1.7737,3.1280
39.611,0.5525,1.7736,3.1276
39.632,0.5442,1.7735,3.1271
39.653,0.5358,1.7734,3.1260
39.674,0.5274,1.7734,3.1250
39.695,0.5190,1.7733,3.1239
39.716,0.5106,1.7732,3.1229
39.737,0.5024,1.7732,3.1224
39.758,0.4942,1.7731,3.1219
39.779,0.4861,1.7731,3.1215
39.800,0.4779,1.7730,3.1210
39.821,0.4696,1.7730,3.1202
39.842,0.4613,1.7729,3.1194
39.863,0.4530,1.7728,3.1187
39.884,0.4447,1.7727,3.1179
39.905,0.4364,1.7727,3.1171
39.926,0.4280,1.7729,3.1166
39.947,0.4196,1.7730,3.1160
39.968,0.4112,1.7732,3.1154
39.989,0.4028,1.7734,3.1149
40.010,0.3945,1.7736,3.1143
40.031,0.3861,1.7738,3.1137
40.052,0.3778,1.7740,3.1131
40.073,0.3695,1.7742,3.1124
40.094,0.3612,1.7745,3.1117
40.115,0.3529,1.7747,3.1110
40.136,0.3445,1.7749,3.1106
40.157,0.3361,1.7751,3.1101
40.178,0.3277,1.7753,3.1096
40.199,0.3195,1.7755,3.1093
40.220,0.3116,1.7757,3.1092
40.241,0.3037,1.7760,3.1091
40.262,0.2957,1.7762,3.1090
40.283,0.2878,1.7764,3.1089
40.304,0.2798,1.7766,3.1093
40.325,0.2718,1.7769,3.1100
40.346,0.2638,1.7771,3.1107
40.367,0.2557,1.7773,3.1114
40.388,0.2477,1.7776,3.1122
40.409,0.2396,1.7778,3.1129
40.430,0.2315,1.7780,3.1133
40.451,0.2232,1.7782,3.1136
40.472,0.2149,1.7784,3.1138
40.493,0.2067,1.7787,3.1141
40.514,0.1984,1.7789,3.1143
40.535,0.1900,1.7791,3.1145
40.556,0.1816,1.7793,3.1146
40.577,0.1732,1.7796,3.1148
40.598,0.1648,1.7798,3.1150
40.619,0.1564,1.7800,3.1151
40.640,0.1480,1.7802,3.1153
40.661,0.1396,1.7804,3.1155
40.682,0.1312,1.7807,3.1156
40.703,0.1228,1.7809,3.1158
40.724,0.1145,1.7811,3.1160
40.745,0.1062,1.7813,3.1162
40.766,0.0979,1.7815,3.1165
40.787,0.0896,1.7818,3.1167
40.808,0.0813,1.7820,3.1169
40.829,0.0730,1.7822,3.1172
40.850,0.0646,1.7824,3.1174
40.871,0.0562,1.7826,3.1177
40.892,0.0478,1.7828,3.1179
40.913,0.0394,1.7830,3.1181
40.934,0.0311,1.7832,3.1183
40.955,0.0228,1.7835,3.1185
40.976,0.0146,1.7836,3.1186
40.997,0.0063,1.7838,3.1188
41.018,-0.0020,1.7840,3.1190
41.039,-0.0104,1.7842,3.1191
41.060,-0.0188,1.7844,3.1192
41.081,-0.0272,1.7846,3.1194
41.102,-0.0356,1.7848,3.1195
41.123,-0.0439,1.7850,3.1197
41.144,-0.0523,1.7852,3.1200
41.165,-0.0607,1.7854,3.1202
41.186,-0.0691,1.7856,3.1204
41.207,-0.0775,1.7858,3.1207
41.228,-0.0858,1.7860,3.1209
41.249,-0.0941,1.7861,3.1211
41.270,-0.1024,1.7863,3.1213
41.291,-0.1107,1.7865,3.1216
41.312,-0.1190,1.7867,3.1217
41.333,-0.1274,1.7868,3.1219
41.354,-0.1358,1.7870,3.1221
41.375,-0.1442,1.7872,3.1222
41.396,-0.1526,1.7874,3.1224
41.417,-0.1609,1.7875,3.1225
41.438,-0.1692,1.7877,3.1226
41.459,-0.1775,1.7878,3.1227
41.480,-0.1858,1.7880,3.1229
41.501,-0.1941,1.7882,3.1230
41.522,-0.2024,1.7883,3.1232
41.543,-0.2108,1.7885,3.1234
41.564,-0.2192,1.7887,3.1236
41.585,-0.2276,1.7888,3.1238
41.606,-0.2360,1.7890,3.1240
41.627,-0.2442,1.7891,3.1242
41.648,-0.2524,1.7893,3.1244
41.669,-0.2605,1.7894,3.1246
41.690,-0.2687,1.7896,3.1248
41.711,-0.2769,1.7897,3.1250
41.732,-0.2852,1.7899,3.1252
41.753,-0.2934,1.7900,3.1253
41.774,-0.3017,1.7901,3.1254
41.795,-0.3092,1.7903,3.1255
41.816,-0.3163,1.7904,3.1257
41.837,-0.3235,1.7905,3.1258
41.858,-0.3307,1.7906,3.1259
41.879,-0.3379,1.7907,3.1260
41.900,-0.3452,1.7909,3.1262
41.921,-0.3526,1.7910,3.1264
41.942,-0.3599,1.7911,3.1266
41.963,-0.3673,1.7912,3.1268
41.984,-0.3746,1.7913,3.1270
42.005,-0.3820,1.7915,3.1272
42.026,-0.3894,1.7916,3.1274
42.047,-0.3978,1.7917,3.1275
42.068,-0.4062,1.7918,3.1276
42.089,-0.4146,1.7919,3.1277
42.110,-0.4230,1.7921,3.1279
42.131,-0.4314,1.7922,3.1280
42.152,-0.4398,1.7923,3.1281
42.173,-0.4481,1.7924,3.1282
42.194,-0.4553,1.7925,3.1284
42.215,-0.4624,1.7926,3.1286
42.236,-0.4696,1.7927,3.1288
42.257,-0.4768,1.7928,3.1290
42.278,-0.4840,1.7929,3.1292
42.299,-0.4912,1.7930,3.1294
42.320,-0.4982,1.7931,3.1296
42.341,-0.5052,1.7932,3.1297
42.362,-0.5122,1.7933,3.1298
42.383,-0.5192,1.7934,3.1299
42.404,-0.5263,1.7935,3.1301
42.425,-0.5345,1.7936,3.1302
42.446,-0.5427,1.7937,3.1303
42.467,-0.5510,1.7938,3.1304
42.488,-0.5592,1.7939,3.1305
42.509,-0.5674,1.7940,3.1306
42.530,-0.5758,1.7941,3.1308
42.551,-0.5842,1.7942,3.1310
42.572,-0.5926,1.7943,3.1312
42.593,-0.6010,1.7944,3.1315
42.614,-0.6093,1.7944,3.1317
42.635,-0.6176,1.7945,3.1319
42.656,-0.6259,1.7946,3.1321
42.677,-0.6341,1.7947,3.1323
42.698,-0.6424,1.7948,3.1325
42.719,-0.6507,1.7949,3.1326
42.740,-0.6591,1.7950,3.1328
42.761,-0.6675,1.7950,3.1329
42.782,-0.6759,1.7951,3.1330
42.803,-0.6843,1.7952,3.1331
42.824,-0.6927,1.7953,3.1337
42.845,-0.7010,1.7954,3.1346
42.866,-0.7092,1.7955,3.1355
42.887,-0.7175,1.7956,3.1364
42.908,-0.7258,1.7957,3.1373
42.929,-0.7340,1.7957,3.1382
42.950,-0.7420,1.7958,3.1393
42.971,-0.7501,1.7959,3.1403
42.992,-0.7582,1.7959,3.1413
43.013,-0.7662,1.7960,-3.1409
43.034,-0.7744,1.7960,-3.1399
43.055,-0.7826,1.7960,-3.1389
43.076,-0.7907,1.7961,-3.1379
43.097,-0.7989,1.7961,-3.1369
43.118,-0.8071,1.7961,-3.1360
43.139,-0.8153,1.7961,-3.1350
43.160,-0.8235,1.7960,-3.1342
43.181,-0.8318,1.7960,-3.1335
43.202,-0.8401,1.7960,-3.1327
43.223,-0.8483,1.7959,-3.1319
43.244,-0.8566,1.7959,-3.1312
43.265,-0.8649,1.7958,-3.1304
43.286,-0.8733,1.7958,-3.1297
43.307,-0.8817,1.7957,-3.1289
43.328,-0.8901,1.7956,-3.1282
43.349,-0.8985,1.7956,-3.1275
43.370,-0.9069,1.7955,-3.1268
43.391,-0.9153,1.7954,-3.1261
43.412,-0.9234,1.7953,-3.1254
43.433,-0.9314,1.7952,-3.1248
43.454,-0.9395,1.7951,-3.1241
43.475,-0.9476,1.7949,-3.1235
43.496,-0.9556,1.7948,-3.1228
43.517,-0.9637,1.7947,-3.1222
43.538,-0.9719,1.7946,-3.1213
43.559,-0.9802,1.7945,-3.1203
43.580,-0.9884,1.7943,-3.1192
43.601,-0.9967,1.7942,-3.1181
43.622,-1.0048,1.7940,-3.1171
43.643,-1.0127,1.7939,-3.1160
43.664,-1.0206,1.7937,-3.1150
43.685,-1.0285,1.7936,-3.1139
43.706,-1.0363,1.7934,-3.1128
43.727,-1.0439,1.7932,-3.1117
43.748,-1.0513,1.7931,-3.1106
43.769,-1.0588,1.7929,-3.1095
43.790,-1.0663,1.7927,-3.1083
43.811,-1.0734,1.7925,-3.1073
43.832,-1.0805,1.7923,-3.1063
43.853,-1.0875,1.7921,-3.1053
43.874,-1.0945,1.7919,-3.1043
43.895,-1.1015,1.7917,-3.1034
43.916,-1.1084,1.7914,-3.1024
43.937,-1.1151,1.7912,-3.1014
43.958,-1.1217,1.7910,-3.1005
43.979,-1.1284,1.7908,-3.0995
44.000,-1.1350,1.7905,-3.0985
44.021,-1.1413,1.7903,-3.0977
44.042,-1.1476,1.7901,-3.0968
44.063,-1.1539,1.7898,-3.0959
44.084,-1.1601,1.7896,-3.0950
44.105,-1.1663,1.7893,-3.0941
44.126,-1.1723,1.7891,-3.0932
44.147,-1.1782,1.7888,-3.0923
44.168,-1.1842,1.7886,-3.0915
44.189,-1.1901,1.7883,-3.0906
44.210,-1.1957,1.7881,-3.0898
44.231,-1.2014,1.7878,-3.0890
44.252,-1.2070,1.7875,-3.0882
44.273,-1.2127,1.7873,-3.0873
44.294,-1.2182,1.7870,-3.0865
44.315,-1.2235,1.7868,-3.0856
44.336,-1.2288,1.7865,-3.0847
44.357,-1.2341,1.7862,-3.0838
44.378,-1.2394,1.7860,-3.0829
44.399,-1.2447,1.7857,-3.0821
44.420,-1.2499,1.7854,-3.0813
44.441,-1.2551,1.7851,-3.0805
44.462,-1.2603,1.7849,-3.0797
44.483,-1.2655,1.7846,-3.0789
44.504,-1.2705,1.7843,-3.0782
44.525,-1.2755,1.7840,-3.0776
44.546,-1.2804,1.7837,-3.0770
44.567,-1.2853,1.7834,-3.0764
44.588,-1.2902,1.7831,-3.0757
44.609,-1.2947,1.7828,-3.0751
44.630,-1.2992,1.7826,-3.0745
44.651,-1.3038,1.7823,-3.0739
44.672,-1.3083,1.7820,-3.0732
44.693,-1.3128,1.7817,-3.0726
44.714,-1.3172,1.7815,-3.0721
44.735,-1.3216,1.7812,-3.0715
44.756,-1.3260,1.7809,-3.0710
44.777,-1.3304,1.7806,-3.0704
44.798,-1.3347,1.7803,-3.0698
44.819,-1.3388,1.7801,-3.0692
44.840,-1.3428,1.7798,-3.0686
44.861,-1.3469,1.7795,-3.0679
44.882,-1.3510,1.7792,-3.0673
44.903,-1.3550,1.7790,-3.0667
44.924,-1.3590,1.7787,-3.0662
44.945,-1.3629,1.7784,-3.0656
44.966,-1.3669,1.7782,-3.0651
44.987,-1.3709,1.7779,-3.0645
45.008,-1.3747,1.7776,-3.0640
45.029,-1.3784,1.7773,-3.0635
45.050,-1.3820,1.7771,-3.0630
45.071,-1.3857,1.7768,-3.0625
45.092,-1.3893,1.7766,-3.0619
45.113,-1.3928,1.7763,-3.0613
45.134,-1.3963,1.7760,-3.0607
45.155,-1.3997,1.7758,-3.0601
45.176,-1.4032,1.7755,-3.0595
45.197,-1.4068,1.7753,-3.0588
45.218,-1.4104,1.7750,-3.0579
45.239,-1.4139,1.7748,-3.0570
45.260,-1.4175,1.7745,-3.0562
45.281,-1.4211,1.7742,-3.0553
45.302,-1.4246,1.7739,-3.0546
45.323,-1.4281,1.7737,-3.0538
45.344,-1.4316,1.7734,-3.0530
45.365,-1.4350,1.7731,-3.0522
45.386,-1.4384,1.7729,-3.0515
45.407,-1.4416,1.7726,-3.0508
45.428,-1.4447,1.7724,-3.0501
45.449,-1.4479,1.7721,-3.0494
45.470,-1.4510,1.7718,-3.0487
45.491,-1.4541,1.7716,-3.0481
45.512,-1.4571,1.7713,-3.0474
45.533,-1.4602,1.7711,-3.0468
45.554,-1.4632,1.7708,-3.0462
45.575,-1.4662,1.7705,-3.0456
45.596,-1.4692,1.7703,-3.0449
45.617,-1.4721,1.7700,-3.0442
45.638,-1.4750,1.7698,-3.0435
45.659,-1.4779,1.7695,-3.0428
45.680,-1.4809,1.7693,-3.0421
45.701,-1.4839,1.7690,-3.0417
45.722,-1.4870,1.7687,-3.0412
45.743,-1.4900,1.7684,-3.0408
45.764,-1.4930,1.7681,-3.0403
45.785,-1.4960,1.7678,-3.0399
45.806,-1.4989,1.7676,-3.0395
45.827,-1.5019,1.7673,-3.0392
45.848,-1.5048,1.7670,-3.0388
45.869,-1.5077,1.7667,-3.0384
45.890,-1.5105,1.7664,-3.0380
45.911,-1.5133,1.7662,-3.0375
45.932,-1.5162,1.7659,-3.0371
45.953,-1.5190,1.7656,-3.0366
45.974,-1.5218,1.7653,-3.0362
45.995,-1.5243,1.7651,-3.0357
46.016,-1.5268,1.7649,-3.0351
46.037,-1.5293,1.7646,-3.0346
46.058,-1.5318,1.7644,-3.0341
46.079,-1.5342,1.7641,-3.0336
46.100,-1.5366,1.7639,-3.0331
46.121,-1.5389,1.7637,-3.0327
46.142,-1.5413,1.7634,-3.0322
46.163,-1.5437,1.7632,-3.0318
46.184,-1.5459,1.7630,-3.0314
46.205,-1.5482,1.7627,-3.0310
46.226,-1.5505,1.7625,-3.0307
46.247,-1.5527,1.7623,-3.0303
46.268,-1.5550,1.7620,-3.0299
46.289,-1.5571,1.7618,-3.0297
46.310,-1.5593,1.7616,-3.0294
46.331,-1.5614,1.7613,-3.0291
46.352,-1.5636,1.7611,-3.0288
46.373,-1.5657,1.7609,-3.0285
46.394,-1.5677,1.7607,-3.0281
46.415,-1.5697,1.7604,-3.0277
46.436,-1.5718,1.7602,-3.0274
46.457,-1.5738,1.7600,-3.0270
46.478,-1.5758,1.7598,-3.0267
46.499,-1.5777,1.7596,-3.0264
46.520,-1.5796,1.7594,-3.0261
46.541,-1.5816,1.7592,-3.0258
46.562,-1.5835,1.7590,-3.0255
46.583,-1.5853,1.7588,-3.0252
46.604,-1.5871,1.7586,-3.0248
46.625,-1.5890,1.7584,-3.0244
46.646,-1.5908,1.7582,-3.0241
46.667,-1.5926,1.7580,-3.0237
46.688,-1.5943,1.7578,-3.0234
46.709,-1.5960,1.7576,-3.0231
46.730,-1.5978,1.7574,-3.0228
46.751,-1.5995,1.7572,-3.0225
46.772,-1.6011,1.7570,-3.0223
46.793,-1.6027,1.7568,-3.0221
46.814,-1.6043,1.7567,-3.0218
46.835,-1.6059,1.7565,-3.0216
46.856,-1.6075,1.7563,-3.0214
46.877,-1.6090,1.7562,-3.0204
46.898,-1.6105,1.7561,-3.0188
46.919,-1.6120,1.7559,-3.0172
46.940,-1.6135,1.7558,-3.0156
46.961,-1.6150,1.7557,-3.0141
46.982,-1.6164,1.7556,-3.0124
47.003,-1.6178,1.7555,-3.0107
47.024,-1.6192,1.7554,-3.0091
47.045,-1.6206,1.7553,-3.0074
47.066,-1.6219,1.7552,-3.0058
47.087,-1.6232,1.7551,-3.0042
47.108,-1.6245,1.7550,-3.0026
47.129,-1.6257,1.7549,-3.0011
47.150,-1.6270,1.7548,-2.9995
47.171,-1.6282,1.7547,-2.9978
47.192,-1.6294,1.7546,-2.9962
47.213,-1.6305,1.7545,-2.9945
47.234,-1.6317,1.7544,-2.9929
47.255,-1.6328,1.7543,-2.9912
47.276,-1.6339,1.7542,-2.9897
47.297,-1.6349,1.7541,-2.9881
47.318,-1.6360,1.7540,-2.9865
47.339,-1.6368,1.7540,-2.9852
47.360,-1.6368,1.7540,-2.9852
47.381,-1.6368,1.7540,-2.9852
47.402,-1.6368,1.7540,-2.9852
47.423,-1.6368,1.7540,-2.9852
47.444,-1.6368,1.7540,-2.9844
47.465,-1.6370,1.7550,-2.9634
47.486,-1.6372,1.7559,-2.9425
47.507,-1.6374,1.7569,-2.9215
47.528,-1.6376,1.7578,-2.9007
47.549,-1.6379,1.7587,-2.8801
47.570,-1.6382,1.7596,-2.8594
47.591,-1.6385,1.7606,-2.8386
47.612,-1.6388,1.7615,-2.8179
47.633,-1.6392,1.7624,-2.7971
47.654,-1.6395,1.7633,-2.7763
47.675,-1.6399,1.7642,-2.7556
47.696,-1.6403,1.7651,-2.7351
47.717,-1.6407,1.7659,-2.7144
47.738,-1.6411,1.7668,-2.6938
47.759,-1.6416,1.7676,-2.6732
47.780,-1.6420,1.7685,-2.6526
47.801,-1.6425,1.7693,-2.6320
47.822,-1.6430,1.7701,-2.6114
47.843,-1.6435,1.7709,-2.5907
47.864,-1.6440,1.7717,-2.5701
47.885,-1.6446,1.7725,-2.5495
47.906,-1.6451,1.7733,-2.5289
47.927,-1.6457,1.7741,-2.5083
47.948,-1.6463,1.7748,-2.4877
47.969,-1.6469,1.7756,-2.4671
47.990,-1.6475,1.7763,-2.4465
48.011,-1.6481,1.7770,-2.4259
48.032,-1.6488,1.7777,-2.4053
48.053,-1.6494,1.7784,-2.3852
48.074,-1.6501,1.7790,-2.3654
48.095,-1.6507,1.7797,-2.3459
48.116,-1.6514,1.7802,-2.3277
48.137,-1.6520,1.7808,-2.3094
48.158,-1.6526,1.7813,-2.2919
48.179,-1.6532,1.7819,-2.2745
48.200,-1.6538,1.7823,-2.2578
48.221,-1.6544,1.7828,-2.2417
48.242,-1.6550,1.7832,-2.2257
48.263,-1.6556,1.7837,-2.2104
48.284,-1.6562,1.7841,-2.1951
48.305,-1.6567,1.7845,-2.1806
48.326,-1.6573,1.7848,-2.1665
48.347,-1.6578,1.7852,-2.1525
48.368,-1.6584,1.7855,-2.1391
48.389,-1.6589,1.7858,-2.1256
48.410,-1.6594,1.7861,-2.1131
48.431,-1.6599,1.7864,-2.1006
48.452,-1.6604,1.7867,-2.0885
48.473,-1.6609,1.7869,-2.0766
48.494,-1.6614,1.7872,-2.0649
48.515,-1.6618,1.7874,-2.0538
48.536,-1.6623,1.7876,-2.0428
48.557,-1.6627,1.7879,-2.0323
48.578,-1.6632,1.7881,-2.0218
48.599,-1.6636,1.7883,-2.0116
48.620,-1.6640,1.7884,-2.0019
48.641,-1.6644,1.7886,-1.9922
48.662,-1.6648,1.7888,-1.9830
48.683,-1.6652,1.7889,-1.9737
48.704,-1.6656,1.7891,-1.9649
48.725,-1.6660,1.7892,-1.9563
48.746,-1.6663,1.7894,-1.9477
48.767,-1.6667,1.7895,-1.9395
48.788,-1.6670,1.7896,-1.9313
48.809,-1.6674,1.7898,-1.9236
48.830,-1.6677,1.7899,-1.9159
48.851,-1.6680,1.7900,-1.9085
48.872,-1.6684,1.7901,-1.9012
48.893,-1.6687,1.7902,-1.8940
48.914,-1.6690,1.7903,-1.8872
48.935,-1.6693,1.7904,-1.8805
48.956,-1.6696,1.7905,-1.8739
48.977,-1.6699,1.7905,-1.8674
48.998,-1.6702,1.7906,-1.8611
49.019,-1.6704,1.7907,-1.8551
49.040,-1.6707,1.7908,-1.8491
49.061,-1.6709,1.7908,-1.8434
49.082,-1.6712,1.7909,-1.8377
49.103,-1.6715,1.7910,-1.8323
49.124,-1.6717,1.7910,-1.8270
49.145,-1.6719,1.7911,-1.8217
49.166,-1.6722,1.7911,-1.8165
49.187,-1.6724,1.7912,-1.8114
49.208,-1.6726,1.7912,-1.8062
49.229,-1.6729,1.7913,-1.8010
49.250,-1.6731,1.7913,-1.7959
49.271,-1.6733,1.7914,-1.7907
49.292,-1.6736,1.7914,-1.7855
49.313,-1.6738,1.7915,-1.7804
49.334,-1.6740,1.7915,-1.7752
49.355,-1.6743,1.7916,-1.7700
49.376,-1.6745,1.7916,-1.7648
49.397,-1.6747,1.7916,-1.7602
49.418,-1.6749,1.7917,-1.7567
49.439,-1.6750,1.7917,-1.7533
49.460,-1.6752,1.7917,-1.7500
49.481,-1.6753,1.7918,-1.7467
49.502,-1.6755,1.7918,-1.7435
49.523,-1.6756,1.7918,-1.7405
49.544,-1.6758,1.7918,-1.7375
49.565,-1.6759,1.7918,-1.7346
49.586,-1.6760,1.7919,-1.7317
49.607,-1.6762,1.7919,-1.7290
49.628,-1.6763,1.7919,-1.7264
49.649,-1.6764,1.7919,-1.7238
49.670,-1.6765,1.7919,-1.7212
49.691,-1.6766,1.7919,-1.7187
49.712,-1.6767,1.7920,-1.7163
49.733,-1.6769,1.7920,-1.7138
49.754,-1.6770,1.7920,-1.7113
49.775,-1.6771,1.7920,-1.7088
49.796,-1.6772,1.7920,-1.7063
49.817,-1.6773,1.7920,-1.7038
49.838,-1.6774,1.7920,-1.7013
49.859,-1.6775,1.7920,-1.6989
49.880,-1.6777,1.7921,-1.6964
49.901,-1.6778,1.7921,-1.6939
49.922,-1.6779,1.7921,-1.6914
49.943,-1.6780,1.7921,-1.6889
49.964,-1.6781,1.7921,-1.6864
49.985,-1.6782,1.7921,-1.6839
50.006,-1.6784,1.7921,-1.6814
50.027,-1.6785,1.7921,-1.6789
50.048,-1.6786,1.7921,-1.6764
50.069,-1.6787,1.7922,-1.6740
50.090,-1.6788,1.7922,-1.6715
50.111,-1.6789,1.7922,-1.6690
50.132,-1.6790,1.7922,-1.6665
50.153,-1.6792,1.7922,-1.6640
50.174,-1.6793,1.7922,-1.6615
50.195,-1.6794,1.7922,-1.6589
50.216,-1.6795,1.7922,-1.6564
50.237,-1.6796,1.7922,-1.6539
