t,x,y,yaw
118.634,1.7150,1.7858,-2.0034
118.655,1.7150,1.7858,-2.0034
118.676,1.7150,1.7858,-2.0034
118.697,1.7150,1.7858,-2.0034
118.718,1.7150,1.7858,-2.0034
118.739,1.7150,1.7858,-2.0034
118.760,1.7150,1.7858,-2.0034
118.781,1.7150,1.7858,-2.0034
118.802,1.7152,1.7857,-2.0072
118.823,1.7154,1.7856,-2.0114
118.844,1.7155,1.7855,-2.0156
118.865,1.7157,1.7854,-2.0198
118.886,1.7159,1.7854,-2.0234
118.907,1.7159,1.7853,-2.0234
118.928,1.7159,1.7854,-2.0234
118.949,1.7159,1.7854,-2.0234
118.970,1.7159,1.7854,-2.0234
118.991,1.7159,1.7854,-2.0234
119.012,1.7159,1.7854,-2.0234
119.033,1.7159,1.7854,-2.0234
119.054,1.7159,1.7854,-2.0234
119.075,1.7159,1.7854,-2.0234
119.096,1.7159,1.7854,-2.0234
119.117,1.7159,1.7854,-2.0234
119.138,1.7159,1.7854,-2.0234
119.159,1.7159,1.7854,-2.0234
119.180,1.7159,1.7854,-2.0234
119.201,1.7159,1.7854,-2.0234
119.222,1.7159,1.7854,-2.0234
119.243,1.7159,1.7854,-2.0234
119.264,1.7159,1.7854,-2.0234
119.285,1.7159,1.7854,-2.0234
119.306,1.7159,1.7854,-2.0234
119.327,1.7159,1.7854,-2.0234
119.348,1.7159,1.7854,-2.0234
119.369,1.7159,1.7854,-2.0234
119.390,1.7159,1.7854,-2.0234
119.411,1.7159,1.7854,-2.0234
119.432,1.7159,1.7854,-2.0234
119.453,1.7159,1.7854,-2.0234
119.474,1.7159,1.7854,-2.0234
119.495,1.7159,1.7854,-2.0234
119.516,1.7159,1.7854,-2.0234
119.537,1.7159,1.7854,-2.0234
119.558,1.7159,1.7854,-2.0234
119.579,1.7159,1.7854,-2.0234
119.600,1.7159,1.7854,-2.0234
119.621,1.7159,1.7854,-2.0234
119.642,1.7159,1.7854,-2.0234
119.663,1.7159,1.7854,-2.0234
119.684,1.7159,1.7854,-2.0234
119.705,1.7159,1.7854,-2.0234
119.726,1.7159,1.7854,-2.0234
119.747,1.7159,1.7854,-2.0234
119.768,1.7159,1.7854,-2.0234
119.789,1.7159,1.7854,-2.0234
119.810,1.7159,1.7854,-2.0234
119.831,1.7159,1.7854,-2.0234
119.852,1.7159,1.7854,-2.0234
119.873,1.7159,1.7854,-2.0234
119.894,1.7159,1.7854,-2.0234
119.915,1.7159,1.7854,-2.0234
119.936,1.7159,1.7854,-2.0234
119.957,1.7159,1.7854,-2.0234
119.978,1.7159,1.7854,-2.0234
119.999,1.7159,1.7854,-2.0234
120.020,1.7159,1.7854,-2.0234
120.041,1.7159,1.7854,-2.0234
120.062,1.7159,1.7854,-2.0234
120.083,1.7159,1.7854,-2.0235
120.104,1.7159,1.7854,-2.0235
120.125,1.7159,1.7854,-2.0235
120.146,1.7159,1.7854,-2.0235
120.167,1.7159,1.7854,-2.0235
120.188,1.7159,1.7853,-2.0246
120.209,1.7161,1.7852,-2.0288
120.230,1.7163,1.7852,-2.0330
120.251,1.7164,1.7851,-2.0372
120.272,1.7166,1.7850,-2.0414
120.293,1.7168,1.7849,-2.0472
120.314,1.7171,1.7847,-2.0545
120.335,1.7174,1.7845,-2.0619
120.356,1.7177,1.7844,-2.0692
120.377,1.7180,1.7842,-2.0765
120.398,1.7181,1.7842,-2.0787
120.419,1.7181,1.7842,-2.0787
120.440,1.7181,1.7842,-2.0787
120.461,1.7181,1.7842,-2.0787
120.482,1.7181,1.7842,-2.0787
120.503,1.7182,1.7841,-2.0805
120.524,1.7184,1.7840,-2.0847
120.545,1.7185,1.7839,-2.0889
120.566,1.7187,1.7838,-2.0931
120.587,1.7189,1.7838,-2.0965
120.608,1.7189,1.7838,-2.0965
120.629,1.7189,1.7838,-2.0965
120.650,1.7189,1.7838,-2.0965
120.671,1.7189,1.7838,-2.0965
120.692,1.7189,1.7837,-2.0981
120.713,1.7191,1.7836,-2.1023
120.734,1.7193,1.7835,-2.1065
120.755,1.7194,1.7834,-2.1107
120.776,1.7196,1.7833,-2.1149
120.797,1.7198,1.7832,-2.1211
120.818,1.7201,1.7830,-2.1285
120.839,1.7204,1.7828,-2.1358
120.860,1.7207,1.7826,-2.1431
120.881,1.7210,1.7824,-2.1504
120.902,1.7214,1.7822,-2.1607
120.923,1.7218,1.7819,-2.1712
120.944,1.7222,1.7816,-2.1817
120.965,1.7226,1.7813,-2.1922
120.986,1.7230,1.7811,-2.2031
121.007,1.7235,1.7807,-2.2167
121.028,1.7240,1.7803,-2.2303
121.049,1.7245,1.7799,-2.2439
121.070,1.7250,1.7795,-2.2575
121.091,1.7253,1.7792,-2.2668
121.112,1.7253,1.7792,-2.2668
121.133,1.7253,1.7792,-2.2668
121.154,1.7253,1.7792,-2.2668
121.175,1.7253,1.7792,-2.2668
121.196,1.7254,1.7792,-2.2689
121.217,1.7255,1.7790,-2.2731
121.238,1.7257,1.7789,-2.2773
121.259,1.7258,1.7788,-2.2815
121.280,1.7260,1.7787,-2.2857
121.301,1.7262,1.7784,-2.2926
121.322,1.7265,1.7782,-2.2999
121.343,1.7267,1.7780,-2.3073
121.364,1.7270,1.7778,-2.3146
121.385,1.7273,1.7775,-2.3224
121.406,1.7276,1.7772,-2.3329
121.427,1.7280,1.7768,-2.3434
121.448,1.7283,1.7765,-2.3539
121.469,1.7287,1.7762,-2.3644
121.490,1.7289,1.7759,-2.3715
121.511,1.7289,1.7759,-2.3715
121.532,1.7289,1.7759,-2.3715
121.553,1.7289,1.7759,-2.3715
121.574,1.7289,1.7759,-2.3715
121.595,1.7290,1.7758,-2.3739
121.616,1.7291,1.7757,-2.3780
121.637,1.7292,1.7756,-2.3823
121.658,1.7294,1.7754,-2.3865
121.679,1.7295,1.7753,-2.3907
121.700,1.7297,1.7750,-2.3974
121.721,1.7299,1.7748,-2.4047
121.742,1.7302,1.7745,-2.4121
121.763,1.7304,1.7743,-2.4194
121.784,1.7306,1.7740,-2.4269
121.805,1.7309,1.7737,-2.4374
121.826,1.7313,1.7733,-2.4479
121.847,1.7316,1.7729,-2.4584
121.868,1.7319,1.7725,-2.4689
121.889,1.7321,1.7722,-2.4785
121.910,1.7321,1.7722,-2.4785
121.931,1.7321,1.7722,-2.4785
121.952,1.7321,1.7722,-2.4785
121.973,1.7321,1.7722,-2.4785
121.994,1.7322,1.7721,-2.4806
122.015,1.7323,1.7719,-2.4848
122.036,1.7324,1.7718,-2.4891
122.057,1.7326,1.7716,-2.4933
122.078,1.7327,1.7715,-2.4975
122.099,1.7329,1.7712,-2.5040
122.120,1.7331,1.7710,-2.5114
122.141,1.7333,1.7707,-2.5187
122.162,1.7335,1.7704,-2.5260
122.183,1.7337,1.7701,-2.5335
122.204,1.7339,1.7697,-2.5440
122.225,1.7342,1.7693,-2.5545
122.246,1.7345,1.7689,-2.5650
122.267,1.7347,1.7685,-2.5755
122.288,1.7349,1.7682,-2.5831
122.309,1.7349,1.7682,-2.5832
122.330,1.7349,1.7682,-2.5832
122.351,1.7349,1.7682,-2.5832
122.372,1.7349,1.7682,-2.5832
122.393,1.7350,1.7681,-2.5851
122.414,1.7351,1.7680,-2.5893
122.435,1.7352,1.7678,-2.5935
122.456,1.7353,1.7676,-2.5977
122.477,1.7354,1.7674,-2.6019
122.498,1.7355,1.7672,-2.6083
122.519,1.7357,1.7669,-2.6157
122.540,1.7359,1.7666,-2.6230
122.561,1.7360,1.7663,-2.6304
122.582,1.7362,1.7660,-2.6377
122.603,1.7364,1.7656,-2.6471
122.624,1.7366,1.7652,-2.6569
122.645,1.7368,1.7648,-2.6668
122.666,1.7370,1.7644,-2.6766
122.687,1.7372,1.7640,-2.6863
122.708,1.7374,1.7636,-2.6953
122.729,1.7376,1.7633,-2.7042
122.750,1.7378,1.7629,-2.7132
122.771,1.7380,1.7625,-2.7222
122.792,1.7381,1.7621,-2.7308
122.813,1.7383,1.7618,-2.7389
122.834,1.7384,1.7614,-2.7469
122.855,1.7385,1.7611,-2.7550
122.876,1.7387,1.7607,-2.7630
122.897,1.7388,1.7604,-2.7706
122.918,1.7389,1.7601,-2.7779
122.939,1.7391,1.7598,-2.7851
122.960,1.7392,1.7595,-2.7923
122.981,1.7393,1.7592,-2.7996
123.002,1.7394,1.7589,-2.8062
123.023,1.7395,1.7586,-2.8127
123.044,1.7396,1.7583,-2.8192
123.065,1.7397,1.7580,-2.8258
123.086,1.7398,1.7578,-2.8314
123.107,1.7398,1.7578,-2.8314
123.128,1.7398,1.7578,-2.8314
123.149,1.7398,1.7578,-2.8314
123.170,1.7398,1.7578,-2.8314
123.191,1.7398,1.7577,-2.8336
123.212,1.7399,1.7574,-2.8405
123.233,1.7400,1.7571,-2.8474
123.254,1.7401,1.7568,-2.8541
123.275,1.7402,1.7565,-2.8607
123.296,1.7402,1.7562,-2.8672
123.317,1.7403,1.7559,-2.8733
123.338,1.7404,1.7556,-2.8795
123.359,1.7405,1.7554,-2.8853
123.380,1.7405,1.7551,-2.8912
123.401,1.7406,1.7548,-2.8969
123.422,1.7407,1.7546,-2.9025
123.443,1.7407,1.7543,-2.9079
123.464,1.7408,1.7541,-2.9132
123.485,1.7408,1.7539,-2.9184
123.506,1.7409,1.7536,-2.9237
123.527,1.7409,1.7534,-2.9289
123.548,1.7410,1.7532,-2.9342
123.569,1.7410,1.7529,-2.9394
123.590,1.7411,1.7527,-2.9447
123.611,1.7411,1.7524,-2.9499
123.632,1.7412,1.7522,-2.9552
123.653,1.7412,1.7520,-2.9604
123.674,1.7413,1.7517,-2.9657
123.695,1.7413,1.7515,-2.9706
123.716,1.7413,1.7513,-2.9742
123.737,1.7414,1.7512,-2.9778
123.758,1.7414,1.7510,-2.9811
123.779,1.7414,1.7509,-2.9845
123.800,1.7414,1.7507,-2.9877
123.821,1.7414,1.7506,-2.9908
123.842,1.7415,1.7504,-2.9938
123.863,1.7415,1.7503,-2.9968
123.884,1.7415,1.7501,-2.9998
123.905,1.7415,1.7500,-3.0026
123.926,1.7415,1.7499,-3.0054
123.947,1.7416,1.7498,-3.0081
123.968,1.7416,1.7496,-3.0107
123.989,1.7416,1.7495,-3.0132
124.010,1.7416,1.7494,-3.0158
124.031,1.7416,1.7493,-3.0183
124.052,1.7416,1.7492,-3.0208
124.073,1.7416,1.7491,-3.0233
124.094,1.7417,1.7489,-3.0258
124.115,1.7417,1.7488,-3.0284
124.136,1.7417,1.7487,-3.0309
124.157,1.7417,1.7486,-3.0334
124.178,1.7417,1.7485,-3.0359
124.199,1.7417,1.7484,-3.0384
124.220,1.7417,1.7483,-3.0409
124.241,1.7417,1.7481,-3.0435
124.262,1.7418,1.7480,-3.0460
124.283,1.7418,1.7479,-3.0485
124.304,1.7418,1.7478,-3.0510
124.325,1.7418,1.7477,-3.0535
124.346,1.7418,1.7476,-3.0561
124.367,1.7418,1.7474,-3.0586
124.388,1.7418,1.7473,-3.0611
124.409,1.7418,1.7472,-3.0636
124.430,1.7418,1.7471,-3.0661
124.451,1.7418,1.7470,-3.0687
124.472,1.7419,1.7469,-3.0712
124.493,1.7419,1.7467,-3.0737
124.514,1.7419,1.7466,-3.0762
124.535,1.7419,1.7465,-3.0787
124.556,1.7419,1.7464,-3.0812
124.577,1.7419,1.7463,-3.0838
124.598,1.7419,1.7462,-3.0863
124.619,1.7419,1.7460,-3.0888
124.640,1.7419,1.7460,-3.0904
124.661,1.7419,1.7460,-3.0904
124.682,1.7419,1.7460,-3.0904
124.703,1.7419,1.7460,-3.0904
124.724,1.7419,1.7460,-3.0904
124.745,1.7419,1.7460,-3.0904
124.766,1.7419,1.7460,-3.0904
124.787,1.7419,1.7460,-3.0904
124.808,1.7419,1.7460,-3.0904
124.829,1.7419,1.7460,-3.0904
124.850,1.7419,1.7460,-3.0904
124.871,1.7419,1.7460,-3.0904
124.892,1.7419,1.7460,-3.0904
124.913,1.7419,1.7460,-3.0904
124.934,1.7419,1.7460,-3.0904
124.955,1.7419,1.7460,-3.0904
124.976,1.7419,1.7460,-3.0904
124.997,1.7419,1.7460,-3.0904
125.018,1.7419,1.7460,-3.0904
